gene	logFC	pvalue	fdr	LR
LINC00863	0.161705462931707	0.837525437253799	0.898718355308934	0.042049504085826
ZNF230	0.174906918641092	0.837603428308018	0.898731463004635	0.0420085746334919
SLC25A26	-0.128828734531119	0.837776273310003	0.898859680909337	0.0419179401431471
UNC45A	0.0866212630362942	0.838070688363074	0.899118308069368	0.0417637929149919
DNAJC11	0.0905755779608718	0.838453247141654	0.899471460657693	0.0415639380342583
KBTBD7	-0.177988828131615	0.838681980296396	0.899659558541667	0.0414446826252659
SPRYD7	0.124846040716857	0.838864581336957	0.899798149410898	0.0413496073525845
MRPL27	-0.100357952010287	0.839109745143251	0.900003825572514	0.0412221361745679
DYRK1A	-0.0886932477368435	0.839210840488912	0.900054961896734	0.0411696320333377
ENSG00000261644	-0.228660964895737	0.83937136062037	0.900112528964652	0.0410863370346242
KTI12	-0.13609319770567	0.83935163254921	0.900112528964652	0.0410965693332148
APOM	0.196094101003908	0.839636382563785	0.900224843131862	0.0409490074862449
C5	-0.201067969808387	0.839589464668844	0.900224843131862	0.0409733020522509
SOCS3	-0.191680683998213	0.839564786089487	0.900224843131862	0.0409860838830944
ENSG00000259366	0.187334576620056	0.839815793614101	0.900359907521252	0.0408561757765398
RPL13AP25	-0.172412738460498	0.84021078111918	0.900726057840368	0.0406521858675637
ZNF250	-0.163380809667757	0.840796015739086	0.901296098052415	0.040350920083327
FBH1	-0.0968789294941197	0.840900348043645	0.901297410456058	0.0402973345605915
GATAD2A	0.093794198866533	0.840904225317184	0.901297410456058	0.0402953438899516
PINK1-AS	0.171743946076209	0.840980247875634	0.901321556927458	0.0402563227047983
PELP1	-0.0991536950793656	0.841178081282571	0.901476242941741	0.040154870085475
STK25	-0.103902109664005	0.841537602702251	0.90178757415356	0.0399708416639726
UBALD2	0.12706856597917	0.841575631550275	0.90178757415356	0.0399514015242222
PAG1	-0.211270846344971	0.841835563740697	0.901963746961877	0.0398186572709918
WDR45	-0.098681783052725	0.841847105746483	0.901963746961877	0.0398127682332046
FDFT1	0.0928555520184462	0.842276250523206	0.9023286401958	0.039594128569334
POLDIP2	-0.0947873670499347	0.842294786218739	0.9023286401958	0.0395846991469853
SDC4	-0.154239886624001	0.842531598056856	0.902524947273187	0.0394643316775465
PSMD11	-0.090596977060526	0.843027117307487	0.90294093824384	0.0392130838970992
SMYD2	-0.129208988714486	0.84298293316076	0.90294093824384	0.0392354531392272
TSSC4	-0.100568369766269	0.843107611279088	0.90296975225282	0.0391723490070603
UBE2Q2P1	0.180868453984762	0.843268126632536	0.903084260193962	0.0390911840551507
LOC101927060	-0.16005638529263	0.84346493960957	0.903237623457585	0.0389917844898306
EEF1AKMT4	0.171257947999454	0.84382347785232	0.903564142251906	0.0388110441271889
DDX3Y	0.519224013283331	0.84422953466827	0.903884058564255	0.0386068761397667
GORAB	-0.131618544043666	0.844190502304311	0.903884058564255	0.0386264775690068
ZFAND2A-DT	0.173618972905656	0.844480835990836	0.904095666896022	0.0384808003412367
RNF41	-0.0946305410777059	0.844576429032083	0.904140558660752	0.0384328983198436
ANAPC4	0.0955220066295188	0.84470815521771	0.904166679833759	0.0383669406047176
WDR61	-0.100379234304646	0.844669146148389	0.904166679833759	0.0383864670302785
APOO	0.123389208658314	0.845345367714223	0.904531732912979	0.0380487069349442
CABLES2	-0.102853716594766	0.84574710192362	0.904531732912979	0.0378487817375692
CPSF1P1	-0.354286174075358	0.845274252560554	0.904531732912979	0.038084154725798
DNAJC30	0.155710824164936	0.845713872412844	0.904531732912979	0.0378652978471798
EIF4G1	0.11972896140791	0.845736381213468	0.904531732912979	0.0378541098583582
ENSG00000229107	0.170784826175714	0.845171856049647	0.904531732912979	0.0381352249999281
GNL3L	-0.0930750471228961	0.845369103542682	0.904531732912979	0.0380368794769765
HCG11	0.322488339885244	0.845511898994256	0.904531732912979	0.0379657654131655
LRRC75B	-0.200681926551829	0.845700958615652	0.904531732912979	0.0378717174185645
NEURL4	-0.101693996187143	0.845455306123952	0.904531732912979	0.0379939411647428
RPP25L	-0.126243460336157	0.845741540531172	0.904531732912979	0.037851545663603
TBC1D3K	-0.180091530629635	0.845400913439549	0.904531732912979	0.0380210317392624
ZNF471	0.318766866349434	0.845165073645249	0.904531732912979	0.0381386089794944
PHLPP2	-0.0913791221297964	0.846114630568983	0.904867369752891	0.0376663578224949
MRPL11	-0.101495874839295	0.846293985188769	0.905001736255748	0.0375775006573846
GAPVD1	0.0886876037726924	0.847047747562991	0.90564270599934	0.0372052562493081
N4BP3	-0.327628592724437	0.846987765417729	0.90564270599934	0.0372348079526645
PARS2	0.149460970892525	0.847108377146988	0.90564270599934	0.0371753979347158
POLRMT	0.0856373302834234	0.847079255493039	0.90564270599934	0.0371897379545203
ABCD4	-0.0988397793444932	0.847173601223464	0.905654971576305	0.0371432908456377
WAC	0.0980544458982296	0.847689112058077	0.906148575629142	0.036890032496828
TBC1D3G	-0.1693192800175	0.848018892084601	0.906443590226063	0.0367284904443892
DOHH	-0.100636831908464	0.848303007487717	0.906689759779279	0.0365896117786555
CYFIP2	-0.229568857189413	0.848467227031964	0.906768382201548	0.0365094638531502
ZNF490	0.162996550354648	0.848538019002422	0.906768382201548	0.0364749416786551
ZNF501	-0.307437103983636	0.848512174146745	0.906768382201548	0.0364875431325586
EIF4G3	0.0927140664793541	0.848673598103692	0.906855749267447	0.0364088728741905
EIF4H	0.106855489930007	0.848893683013332	0.907033398762866	0.0363017558528469
ERMARD	-0.115329464378755	0.848949743922195	0.907035779032661	0.0362744967097655
PGBD5	-0.224681787573285	0.849018436391361	0.90705165396982	0.0362411100419138
CDK10	-0.0912242885817022	0.84921022244527	0.907100266035551	0.0361479803913909
TRIM5	0.154238553854675	0.849261184361722	0.907100266035551	0.036123254601808
WDR92	-0.161756551270469	0.849167396451704	0.907100266035551	0.0361687655579033
ZNF780A	0.119778911378188	0.849279286409331	0.907100266035551	0.0361144739290751
FRAT1	0.193848700181136	0.84954884114325	0.90729396592981	0.0359838531446952
HERC2P3	0.129009549147042	0.849568336427955	0.90729396592981	0.0359744156300152
EIF5	-0.125234836161063	0.84966255311083	0.907337074240359	0.0359288241439515
DESI1	-0.083386904358896	0.849939480957407	0.907517763919604	0.0357949920170171
THAP1	-0.131389616553717	0.849907952270996	0.907517763919604	0.0358102159741627
HAX1	-0.0857519496782207	0.850061895473695	0.907590956012692	0.0357359146605489
ACER2	0.216202766795078	0.850299012332612	0.907786596045633	0.0356216255878472
ARAP3	0.166152268196461	0.851214330525692	0.908706219034872	0.0351822248737221
VARS1	-0.10169424649184	0.851546020443574	0.909002717844259	0.0350236931084282
PTENP1	-0.161131880326646	0.851783018564727	0.909198104516762	0.0349106463906699
DNAJC17	0.148831082247299	0.85188830439151	0.90922905135101	0.0348604863348791
ENSG00000279382	-0.164573384364395	0.851919937900076	0.90922905135101	0.0348454228547723
LOC100129484	0.184357472983977	0.852189091364575	0.909401471866394	0.0347173916059775
MTHFD2	0.091568981908571	0.852189437907205	0.909401471866394	0.0347172269193265
DCTD	0.0979767542569096	0.852252725105316	0.909411410088631	0.0346871578674417
CCNB3	0.196278996031335	0.852598695116185	0.909439640613626	0.0345230186128518
CYP19A1	0.306104208898334	0.85246021671525	0.909439640613626	0.0345886688623338
ENSG00000189149	-0.206342252498504	0.852386980204815	0.909439640613626	0.0346234151279168
ENSG00000276805	0.161107155707381	0.852527659689605	0.909439640613626	0.0345566872385525
RABGAP1	-0.0806400039225281	0.852579522680756	0.909439640613626	0.0345321040898767
ZNF669	0.177768007220715	0.852603036567917	0.909439640613626	0.0345209614476119
GNB1L	-0.133628513572486	0.852903623866584	0.909587515572383	0.0343786845115375
IMMP2L	-0.162577072977248	0.85288708028593	0.909587515572383	0.0343865071789011
THAP4	0.0856806255182282	0.85283072553438	0.909587515572383	0.0344131615518535
TMEM223	-0.130937096117961	0.853059559614602	0.909696235439648	0.0343049951874121
TSHZ1	-0.113270879495455	0.85313026136917	0.909714054414856	0.0342716111606478
ENSG00000213976	0.309996116158778	0.853449586633037	0.909996967800281	0.0341210412099997
ENSG00000275557	-0.216496876115746	0.853520058061004	0.91001451991836	0.0340878583202979
CASC3	-0.0790503146693795	0.853839445353486	0.910194694761335	0.03393767764139
ENSG00000285257	-0.189035792865236	0.853865216424258	0.910194694761335	0.0339255746453366
PSMC4	-0.0837375036060103	0.853905130280279	0.910194694761335	0.0339068341075972
TBCB	0.0970338933830316	0.853878571148037	0.910194694761335	0.0339193036779282
EIF4A1P10	0.175357895306678	0.854200273439191	0.910451695798136	0.0337684232590973
CNOT4	0.0890666844897505	0.854600633644695	0.910735433044819	0.0335811373172561
PIGP	0.129606054872186	0.854628638605949	0.910735433044819	0.0335680569196839
PJA1	-0.110726158127018	0.854575925296377	0.910735433044819	0.0335926801384758
PRKCQ	-0.359846121346524	0.854899297773804	0.910908636450441	0.0334417746890168
SRRD	-0.122302011713952	0.854885045884536	0.910908636450441	0.0334484180998356
BOLA3	0.0998601432029491	0.855010253296296	0.910969252421227	0.0333900769262954
ZXDC	0.0891430650112029	0.855068012328012	0.910973186197577	0.033363181482855
ZNF493	0.289968860454608	0.855371473110726	0.911238868894956	0.0332220591821226
SCAP	-0.080637079728067	0.855520868030274	0.911340399914149	0.033152697642663
ASB2	0.251991045522543	0.855603744441018	0.911371063983228	0.0331142518177501
LOC106660606	0.205802443045321	0.855766017109441	0.911486290048484	0.0330390413171866
LINC00893	-0.1636966372598	0.85588420798043	0.911554552481812	0.0329843175440461
POP1	-0.106278406454501	0.855978909336099	0.911597790493896	0.0329405035056816
PRKAA1	0.0961833706977574	0.856054262329014	0.911620418782806	0.0329056625683393
LOC283922	-0.158174304566065	0.85635399706742	0.911824348874429	0.0327672628208759
RSRC2	-0.0827059422873967	0.85631285577145	0.911824348874429	0.0327862415985294
SLC9A3	0.173688465929277	0.856490985556783	0.911912582347314	0.0327041099426211
SLC1A5	-0.094861818993493	0.856604484164464	0.911975796391195	0.0326518337546133
MED1	0.0750697799257913	0.85674445936837	0.912009565068086	0.0325874222041946
NOSIP	-0.107236335399267	0.856740955319898	0.912009565068086	0.0325890338398107
MTAP	0.340469700826144	0.857056939782993	0.912284564938003	0.0324438668708069
ATG10	-0.149241363007414	0.857189860902748	0.912368412277347	0.0323829013145058
TMEM138	0.101932880746163	0.857391376739901	0.912525254670621	0.0322905870137689
WDR97	0.199092203375788	0.857471882111226	0.91255329343684	0.032253745569701
ZNF570	0.297340978228837	0.857845444789529	0.912893191388793	0.0320830771712757
SRRM2	-0.110127340791173	0.858064026317977	0.91306813056913	0.0319834312053899
EXOSC7	0.103787810346824	0.858193416954437	0.913093342822331	0.0319245205430823
PPIE	-0.0991544697273139	0.858196105224906	0.913093342822331	0.0319232971863528
CCNK	0.113330071530742	0.858310235922593	0.91315711088336	0.0318713818085001
BRWD1	-0.0840937919057908	0.858443802768566	0.913186887125478	0.0318106807437175
WASH9P	0.104097669143453	0.85848356540376	0.913186887125478	0.0317926216661135
WNK1	0.106092238920597	0.858500818568911	0.913186887125478	0.0317847874065365
VKORC1L1	0.0770384895779679	0.85868896984227	0.913329363857863	0.0316994169609188
CCDC82	0.0862706043057553	0.858872040507355	0.913466419044845	0.0316164654373807
LOC100507373	0.152648906382245	0.859099123373413	0.91365026382116	0.0315137272291355
WDR25	-0.144002568182348	0.859185171816392	0.913684105019843	0.0314748417280839
ANP32A	0.0952812451443846	0.859413920999356	0.913869684753433	0.0313715898132614
C17ORF67	0.163907127695487	0.859842574264426	0.914191690538704	0.0311785770275286
MAFG	0.0850413007894068	0.859879512829092	0.914191690538704	0.0311619731774613
MLLT10	0.0961583726365974	0.859795413330806	0.914191690538704	0.0311997824506562
PPP1R3B	-0.13292218660719	0.859973019450311	0.914233415655139	0.0311199624210321
ENSG00000232024	-0.152391329903174	0.860166394130104	0.91438129808821	0.0310331755247866
C16ORF72	-0.0913052014831936	0.860429678094007	0.914571484670876	0.0309152140714204
NDUFC1	0.0862448056185724	0.860453865214715	0.914571484670876	0.0309043889147489
ARMCX5	0.127027642144044	0.860756763290852	0.914778018461433	0.0307689896966146
PPP1R15A	0.120613162905295	0.860727381840394	0.914778018461433	0.0307821101517334
PTCH2	0.17426333382269	0.860935798730059	0.9149105816968	0.0306891026962601
BRF2	0.145817554374199	0.861043431412408	0.914935878407615	0.030641127671319
ESD	-0.103876122946103	0.861068207247287	0.914935878407615	0.0306300898356113
RPS2	-0.114687184317887	0.861384518822677	0.915214261422833	0.0304893505406199
ENSG00000270175	-0.206559134414055	0.861788214060298	0.915579560876879	0.0303102159103252
MRPL15	0.101583640948792	0.861837013205965	0.915579560876879	0.0302885987499053
MAGED2	-0.0795926855671805	0.861943081091057	0.915634510642659	0.0302416399496224
ECPAS	-0.0820549482869398	0.862088316165204	0.915704736948066	0.0301774017715388
ENSG00000255857	-0.156865108033946	0.862117884871932	0.915704736948066	0.0301643320096243
ATP5MD	-0.0757603591927179	0.862541868483602	0.916097323630875	0.0299772462766441
SYNE1	0.109261211878114	0.862778350797532	0.916290730071706	0.0298731572011288
RPL9	-0.107208840100279	0.862958369543091	0.916424150285613	0.0297940458695365
C9ORF72	0.108197556501904	0.86324667513779	0.916672542345537	0.0296675716294974
ZNF70	0.143520114991171	0.863407983085	0.916786054134054	0.0295969297084753
ENSG00000205664	0.272475137775927	0.863613880504499	0.916809273524973	0.0295068865773196
ENSG00000273038	0.226556551756683	0.863647503673119	0.916809273524973	0.029492195895779
MSANTD2	0.136815316616171	0.863604607760583	0.916809273524973	0.0295109386999712
TJAP1	0.0955462173769972	0.863610388342932	0.916809273524973	0.0295084125932803
NUP58	-0.0739152126736893	0.863798764307137	0.916856165236308	0.0294261534653515
TAF8	0.103660577301437	0.86380050845517	0.916856165236308	0.0294253923912535
SRSF5	-0.0852808274767507	0.864070862267329	0.917085351706597	0.0293075436591153
LDLR	-0.114330268090944	0.864226251640759	0.917192498985585	0.0292399187139392
CHD4	-0.0886555893455955	0.864816825346178	0.917748152991595	0.0289836362610458
HINFP	-0.132139714484329	0.864858755605706	0.917748152991595	0.0289654845465126
ALPL	-0.215902361922318	0.864983073793441	0.917822269056344	0.028911701277238
ZNF681	0.266670619404477	0.86506591018873	0.917852362768886	0.0288758926541846
SSR3	-0.101091838215719	0.865241390017739	0.917965396625536	0.0288001114123517
TADA3	-0.0948814073761258	0.865281407158096	0.917965396625536	0.0287828442907099
RPS15P4	-0.149474016482824	0.865389688710297	0.918022468367423	0.0287361482506192
DGCR11	0.159758698773156	0.865589257255697	0.918176365871395	0.028650187184617
SLC7A6OS	0.132313773453464	0.865671112384801	0.918205387004816	0.0286149676576954
CRIPT	0.0983089919000643	0.865948653818668	0.918210753190103	0.0284957166881563
OTUD6B-AS1	0.113632406543095	0.865944254260497	0.918210753190103	0.0284976050445227
POLR1H	-0.147313258683052	0.865894167840203	0.918210753190103	0.0285191074238584
PRKD3	-0.0744263189567912	0.865911835013633	0.918210753190103	0.0285115218557621
ZNF17	-0.140504272921928	0.865923487211256	0.918210753190103	0.0285065194423516
ABCB10	0.0903339029602395	0.866319943776153	0.918488845499899	0.0283365853122461
SIMC1	-0.116950187971066	0.866280577659949	0.918488845499899	0.0283534355429271
CD101	-0.185207177141303	0.866611091595917	0.918739714484339	0.0282121226026071
UHMK1	0.096511033754181	0.866783809138043	0.918865005673015	0.0281384207291921
NFKBIA	0.121988191264778	0.866863761102569	0.918891947833733	0.0281043372563303
CYB561A3	0.113680433480978	0.867104843164543	0.91897726993529	0.0280016926690436
DPM2	-0.0837185743102518	0.86711491794078	0.91897726993529	0.0279974073723679
PHC3	-0.0854993115849292	0.867162420007192	0.91897726993529	0.0279772069545121
SRA1	0.0845955197151866	0.867132330339368	0.91897726993529	0.0279900018196706
BATF2	0.204139801195931	0.867741366119305	0.919168092774347	0.0277316102810374
EIF3C	-0.103938308077483	0.867472865178428	0.919168092774347	0.0278453735853645
FNTA	0.0816608945707465	0.867774686465944	0.919168092774347	0.0277175092105892
KDM4A	0.10169292740564	0.867721204331029	0.919168092774347	0.027740144478873
NSUN3	0.109063244942908	0.867512894865396	0.919168092774347	0.0278283979065606
RBFA	-0.142175884383301	0.867627756126165	0.919168092774347	0.0277797173947789
RGS2	0.144935602228891	0.867778307154814	0.919168092774347	0.0277159771679436
SF3B2	-0.0912437484389812	0.867778909832128	0.919168092774347	0.0277157221578932
OXLD1	0.100096237854227	0.867908457773089	0.919247523574226	0.0276609346927055
ENSG00000235272	-0.152676803217759	0.868190289073049	0.919488225569916	0.027541937062014
PANK3	0.0793453804424015	0.868707255938982	0.919977910453545	0.0273243432378081
CSAD	-0.137974860221693	0.868781275874028	0.919998473835805	0.0272932604495466
CLK1	0.0803650984526044	0.868995212588554	0.920039952262563	0.0272035253258309
NUP98	-0.0755334916826487	0.869038865229906	0.920039952262563	0.0271852339986562
PPME1	-0.0826558163108184	0.868893975042188	0.920039952262563	0.0272459701972876
SLC37A3	-0.0869023922928189	0.869019732410113	0.920039952262563	0.0271932502538448
ENSG00000235859	0.16263293614926	0.869238445399715	0.920193425894684	0.0271016864092886
ENSG00000172014	0.177491032311437	0.869412431003098	0.920204161691764	0.0270289608749703
LINC00888	-0.132625027299532	0.869376465151589	0.920204161691764	0.0270439862802476
PMEL	-0.167171570523754	0.869355252147958	0.920204161691764	0.0270528504185981
CRYZL1	-0.100826509338958	0.869491806701135	0.920230367531873	0.0269958153709773
MYO7B	0.233788639929461	0.869659099585166	0.920349611764994	0.0269260260201136
ANKHD1	0.142453816499083	0.86978495428499	0.920424990249203	0.0268735845200021
ENSG00000186076	0.0840691960132167	0.870554826179455	0.921181829196611	0.0265539344924264
ANKMY2	0.0820286391057174	0.87078986702153	0.921199125349768	0.026456736946912
ICMT	0.0783976030956042	0.870775364584025	0.921199125349768	0.0264627289126622
KPNA1	0.0698704929232346	0.870780721616239	0.921199125349768	0.0264605154688979
MKNK2	0.0803494462449351	0.870645882070519	0.921199125349768	0.026516258013257
ZNF37A	-0.0930499714513611	0.87086636323435	0.921222209576567	0.0264251425645696
CUEDC2	0.0785454696569231	0.871199679468139	0.921507950268919	0.0262877027752353
TMED7	0.0788929647756389	0.871245869059522	0.921507950268919	0.0262686859487076
COG2	0.0786083199470723	0.871432403013204	0.921597450086211	0.0261919594517508
LLGL2	0.193371216221716	0.871439882175412	0.921597450086211	0.0261888854697787
TUBAP2	0.146286327853891	0.871546937970755	0.921652818544484	0.0261449051639442
CCNJ	-0.104634841660134	0.871665781159206	0.921720644329826	0.0260961268196329
AFF4	-0.0839347481744846	0.871836421391058	0.921727543704457	0.0260261704682705
ENSG00000198416	0.155849705899423	0.871785223279687	0.921727543704457	0.0260471497343744
HIP1	-0.0930022488434441	0.871778162841447	0.921727543704457	0.0260500435452116
POLR1D	-0.086204356421995	0.871916576703899	0.921754448543355	0.0259933429299153
SUPT5H	0.117134035712517	0.872138657526825	0.921873540819917	0.0259025009410436
TMEM258	-0.0852361757794265	0.872104937691754	0.921873540819917	0.0259162835088524
KLHL8	0.0926915083939424	0.872371067386715	0.922005655351907	0.0258076085517871
ZNF181	-0.139622600020854	0.872373087875844	0.922005655351907	0.0258067843741472
RAB34	-0.0991761370905245	0.872518688513592	0.92210169872455	0.0257474279614414
ENSG00000235636	0.119497593535614	0.873151201322989	0.922712279922921	0.0254903876433756
FAM221A	-0.230128433663537	0.873414297103984	0.922932423449673	0.0253838602794403
PRNP	-0.120197857767483	0.873613135778015	0.923066979818847	0.0253035023359871
ZC3HAV1	0.0677184505398396	0.873651203464369	0.923066979818847	0.0252881326962324
GSK3B	0.0757359042190244	0.873800421000867	0.923166747770479	0.0252279330144489
ENSG00000180867	0.132315291518535	0.873859077732787	0.923170832072213	0.0252042889329869
TMEM14B	-0.0735586158236891	0.874300831918089	0.923579606080745	0.025026586228023
CCIN	-0.236053332697222	0.874388900121026	0.923614731248146	0.0249912364207372
USP34	-0.0712725667990768	0.874903788786259	0.924100673098024	0.024785077050069
BRD1	-0.0770264539751424	0.875057234251897	0.924137311186033	0.0247238073378924
ENSG00000261534	0.152440416519464	0.875048151607799	0.924137311186033	0.0247274318113373
ZNF805	0.138012096250242	0.875103020949205	0.924137311186033	0.0247055400779637
PRDX6-AS1	0.142441959504681	0.875180736977628	0.924161458845328	0.0246745499887082
ROM1	-0.166150226129882	0.875294625247544	0.924208223344722	0.0246291718350911
TCAP	0.164109171140639	0.875334727766341	0.924208223344722	0.0246132033947113
TVP23C	-0.131128950805232	0.875533400170933	0.924360063881199	0.0245341721874226
ENSG00000260005	-0.148280642149898	0.875805316486571	0.924506314573256	0.0244262158437287
ESCO1	0.0768132890674799	0.875836535890457	0.924506314573256	0.0244138367075166
PLEKHG1	0.221917699500805	0.875727122428248	0.924506314573256	0.0244572355050536
LRRC59	-0.078283385513136	0.87601005414114	0.924631548093972	0.0243450917263885
LOC613038	0.242876638677357	0.876233679213187	0.92475172321096	0.0242566416947163
PSMB1	-0.0706041321273618	0.876204344382739	0.92475172321096	0.0242682350530004
MAST2	-0.0822645714017994	0.876384982425435	0.924853474188035	0.0241968905132097
ENSG00000218226	-0.136970917381202	0.876566114649512	0.924928761631365	0.0241254587964082
ZNF502	0.263106095720749	0.876536948668096	0.924928761631365	0.0241369534547005
KANSL3	0.0672999607795253	0.876645206589187	0.924954291804197	0.0240943018376925
PPIA	0.100376253078849	0.877195895323149	0.925477372592345	0.0238779385726957
ASB6	-0.0730133454385202	0.877364430206435	0.925597225255039	0.0238119216128609
MDM1	-0.106502641029508	0.877528566020154	0.925617569124816	0.0237477177457777
PSMC5	-0.0687383141731164	0.877540729461028	0.925617569124816	0.0237429633884574
STBD1	-0.148680275830879	0.877548522119996	0.925617569124816	0.0237399177066706
ENSG00000265458	-0.151138102930153	0.877761854991982	0.925726683447666	0.0236566163927283
LYRM2	-0.0709510764108832	0.877734503119365	0.925726683447666	0.0236672882599152
ZNF526	0.0877076286884853	0.87803521885876	0.925957025884162	0.0235500934797059
DCP1B	-0.0984606490991938	0.878165456621902	0.925980816395582	0.0234994296808111
MINAR1	-0.130577176782997	0.878167693345896	0.925980816395582	0.0234985600604176
HEXIM2	-0.153882200936357	0.878366894946057	0.926132904439682	0.0234211781148166
CISD3	-0.0866042430624666	0.878597591709403	0.926260219166045	0.0233317247547085
MTMR8	0.285107434953315	0.878553936720085	0.926260219166045	0.0233486386713437
CD44	0.215504523814869	0.87877298973095	0.926329210709258	0.0232638308470996
MRRF	0.0709308882249864	0.878762164488949	0.926329210709258	0.0232680182026286
LOC101930085	0.100501300763521	0.87901109824439	0.926522239244274	0.0231718246413868
CHD8	-0.0677707226574679	0.87908614959786	0.926543383871784	0.0231428631203414
ADCY5	0.199074494503412	0.879641336597344	0.926838651762157	0.0229291977849737
GDI1	0.0790352873437188	0.879539654342067	0.926838651762157	0.022968254670559
KDM4B	0.0729305106843878	0.87958951755485	0.926838651762157	0.0229490976036466
TMEM68	0.101717545050213	0.879634575514923	0.926838651762157	0.0229317937102085
USP7	-0.0786175614739263	0.879457677894824	0.926838651762157	0.0229997671681215
ENSG00000225071	0.138330576970148	0.879931021312193	0.926912021137177	0.0228181141881851
LNPK	-0.0821527897503769	0.879810544083662	0.926912021137177	0.0228642793302782
PGAM1	-0.0934439839246068	0.87990444588309	0.926912021137177	0.0228282934085655
UBC	0.100548904097597	0.879915570043104	0.926912021137177	0.0228240322248894
AKAP3	0.160558510114033	0.88003163747109	0.926960056248462	0.0227795960881565
ZNF85	-0.251177873789004	0.880188730314917	0.927067569986625	0.022719523997722
MAP2K5	0.0816432597805044	0.880332434803121	0.92716096974608	0.0226646426340662
NUDT19	0.0690228579760799	0.88069370451815	0.927425514214144	0.0225269719319101
RPL36	-0.0877486676308514	0.88064761384474	0.927425514214144	0.0225445120488459
SLC17A7	0.203953200525481	0.880853822608118	0.927536157560414	0.0224660921509514
AK6	0.086349811540939	0.881048097401486	0.927566820364761	0.0223923384661191
ENSG00000278133	0.119392775753574	0.881003238165042	0.927566820364761	0.0224093576337443
FAF1	0.299694813226382	0.881003933092257	0.927566820364761	0.0224090939345629
ZNF691	0.123423805409332	0.881110486196377	0.927574544325071	0.0223686797397065
RPL13AP5	-0.118370780439343	0.881717310911405	0.928155377455095	0.0221392299223262
SCRN3	0.0789447091833217	0.881805893185669	0.928190634990025	0.0221058367249052
NXF1	-0.0694699467285037	0.881863227678498	0.92819299869784	0.0220842368549228
GABPB1-IT1	-0.135568274338127	0.882058079483926	0.928340095023091	0.022010910147344
ENSG00000266469	-0.100963956248112	0.882199553915641	0.928430998371308	0.0219577485209665
KCTD9	-0.0748311324521439	0.882491421206854	0.928622155627921	0.0218482815382686
MAD2L1BP	0.0787972401139013	0.882436974340635	0.928622155627921	0.0218686810283373
HMGN1	0.0877964837405581	0.882660472375768	0.928626056762992	0.0217850054842756
MIEF2	0.102078847086053	0.882645154592269	0.928626056762992	0.0217907350858972
PSMA5	-0.0720385873023392	0.882635626180257	0.928626056762992	0.0217942995672473
INTS4P1	0.150905469327363	0.882734659713974	0.928646121473574	0.0217572666766088
ENSG00000237352	-0.247763618472899	0.882928647907237	0.928734223285618	0.0216848193970982
YWHAQ	0.0836109248622574	0.88288734318963	0.928734223285618	0.0217002348089181
STAM	0.0720144385559866	0.883000781709015	0.92875211754886	0.0216579116243736
PSMB2	-0.0747756848038162	0.883512637742871	0.929232486475008	0.0214674662518206
NSL1	0.105592633919317	0.883818543075529	0.929496200753984	0.0213540587064376
ENSG00000285130	-0.151264620205287	0.884080946962216	0.929598095067797	0.0212570227631508
MED26	0.120426888425404	0.884006723710641	0.929598095067797	0.0212844473452094
ZC3H4	0.0636333680490449	0.884036382508098	0.929598095067797	0.0212734866170194
RNF227	-0.112329457798545	0.88474141152057	0.930234511245559	0.0210137842193188
JMJD1C	-0.0659766476888602	0.884877825656671	0.930319885466695	0.0209637231400635
ENSG00000247134	0.219896249140147	0.884958792544382	0.930346957982173	0.0209340388437056
ACBD4	-0.12970660781199	0.885027083747284	0.930360702149862	0.0209090184329064
HSPA1A	0.118496263617431	0.885287790606242	0.930576703719794	0.0208136415597266
C11ORF49	0.0825758197354578	0.885354975850203	0.930589269376174	0.020789098610777
SECISBP2	0.0655752408348482	0.885423811331888	0.930603567907865	0.0207639681541565
CGGBP1	0.0725868492626552	0.885744431891862	0.930882480847429	0.0206471204075171
LEPR	-0.107970629842956	0.885888112851206	0.930975414047899	0.0205948661541093
ERBIN	-0.072730350033474	0.886040498367528	0.931077482661499	0.0205395200383123
SRP72	-0.0683370554114179	0.886254921469954	0.931244725403633	0.0204617706937142
ENSG00000235720	0.12556897243093	0.88639672549206	0.931334109294135	0.0204104355144885
TP53TG5	0.140869646262069	0.886450537761888	0.931334109294135	0.0203909718879247
DNAJC8	-0.0753051989481309	0.887047709620149	0.931903408117588	0.0201756136904123
HSD17B12	0.0754284664199534	0.887545666143171	0.93232341707773	0.0199969272477745
UCHL3	-0.138484332160182	0.887558170213472	0.93232341707773	0.0199924507285041
FLYWCH2	-0.0959732377546251	0.88767338336231	0.932328190766211	0.0199512279004068
FSCN1	-0.0896844503357198	0.887635257751842	0.932328190766211	0.0199648642956163
FAM200B	-0.0818960896309551	0.887775623311538	0.932377452918787	0.0199146831711801
NBPF1	-0.0853843018481917	0.887983161500304	0.932482793108984	0.0198406056230169
TBC1D3H	-0.124503686687895	0.887986611397332	0.932482793108984	0.0198393754250752
RHNO1	-0.0666643326681107	0.888496221936845	0.932959793307609	0.0196580807187221
ZSWIM1	-0.0953568360604317	0.88865036547933	0.933063501462033	0.0196034110646135
AKAP1	0.0742778332915329	0.888726027000682	0.933084797416157	0.0195766048061863
CARM1	-0.0614810236327168	0.888911918109929	0.933179285799419	0.0195108245110518
